family_stem,group,direction,terms_added,terms_removed,brand,base_query,perturbed_query,base_search_result_id,perturbed_search_result_id,base_last_updated,perturbed_last_updated,base_phrase,perturbed_phrase,word_diff,jaccard_distance,sentiment_shift_positive,sentiment_shift_negative,sentiment_shift_neutral,embedding_similarity
motorcycle insurance for learner riders in australia with monthly payments,multi_term,mixed,most reliable,best,Budget Direct,Best motorcycle insurance for learner riders in Australia with monthly payments,Most reliable motorcycle insurance for learner riders in Australia with monthly payments,91452f80-3f3b-40c1-9e8c-98a6ad529e1d,63e7c490-6407-454c-b784-1f0558f34000,2026-08-08T12:39:06.911385+10:00,2026-08-08T12:39:15.790894+10:00,"⚠️ Yes, but learner/inexperienced excesses apply | ✅ Monthly | Worth quoting for a cheaper policy","Often competitive on price, particularly for third-party/fire & theft | Available depending on quote","-⚠️ Yes, but learner/inexperienced excesses apply +Often competitive on price, particularly for third-party/fire & theft -✅ Monthly | Worth quoting for a cheaper policy +Available depending on quote",0.96,,,,
motorcycle insurance for learner riders in australia with monthly payments,multi_term,mixed,most reliable,best,NRMA,Best motorcycle insurance for learner riders in Australia with monthly payments,Most reliable motorcycle insurance for learner riders in Australia with monthly payments,91452f80-3f3b-40c1-9e8c-98a6ad529e1d,63e7c490-6407-454c-b784-1f0558f34000,2026-08-08T12:39:06.911385+10:00,2026-08-08T12:39:15.790894+10:00,"✅ Licensed riders covered | ✅ Monthly, quarterly or annual at no extra cost* | Best for flexible payments",Well-known option; worth comparing against QBE/AAMI | Available depending on quote,"-✅ Licensed riders covered +Well-known option; worth comparing against QBE/AAMI -✅ Monthly, quarterly or annual at no extra cost* | Best for flexible payments +Available depending on quote",1.0,,,,
motorcycle insurance for learner riders in australia with monthly payments,multi_term,mixed,most reliable,best,QBE,Best motorcycle insurance for learner riders in Australia with monthly payments,Most reliable motorcycle insurance for learner riders in Australia with monthly payments,91452f80-3f3b-40c1-9e8c-98a6ad529e1d,63e7c490-6407-454c-b784-1f0558f34000,2026-08-08T12:39:06.911385+10:00,2026-08-08T12:39:15.790894+10:00,✅ Yes | ⚠️ Check quote/payment options | Best overall to quote first,Often competitive for motorcycles; comprehensive cover available | Available depending on quote/policy,-✅ Yes +Often competitive for motorcycles; comprehensive cover available -⚠️ Check quote/payment options | Best overall to quote first +Available depending on quote/policy,0.9474,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,premium,best,NRMA,Best roadside assistance for older cars in Australia without hidden fees,Premium roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,e918d7f0-2916-4d8f-b4cc-265978ee3f29,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:05:00.012175+10:00,NSW/ACT + national travel,Ultimate Care | ~$299 | Unlimited callouts nationwide; strong option for NSW/ACT,+Ultimate Care | ~$299 | Unlimited callouts nationwide; strong option for -+ national travel,0.8462,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,premium,best,RAA,Best roadside assistance for older cars in Australia without hidden fees,Premium roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,e918d7f0-2916-4d8f-b4cc-265978ee3f29,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:05:00.012175+10:00,South Australia,Premium | ~$293 | Unlimited callouts,-South Australia +Premium | ~$293 | Unlimited callouts,1.0,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,premium,best,RACQ,Best roadside assistance for older cars in Australia without hidden fees,Premium roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,e918d7f0-2916-4d8f-b4cc-265978ee3f29,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:05:00.012175+10:00,Queensland,"Ultimate Care | $310 | 200 km attendance + 100 km towing, with no extra attendance fee","-Queensland +Ultimate Care | $310 | 200 km attendance + 100 km towing, with no extra attendance fee",1.0,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,premium,best,RACV,Best roadside assistance for older cars in Australia without hidden fees,Premium roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,e918d7f0-2916-4d8f-b4cc-265978ee3f29,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:05:00.012175+10:00,Victoria,Extra Care | ~$301 | 60 km towing + mechanical-breakdown benefits,-Victoria +Extra Care | ~$301 | 60 km towing + mechanical-breakdown benefits,1.0,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,most reliable,best,NRMA,Best roadside assistance for older cars in Australia without hidden fees,Most reliable roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,5026b37b-9ae2-4b66-9de1-383efff4e6b6,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:04:29.915673+10:00,NSW/ACT + national travel,NSW/ACT + travelling nationally,-national travel +travelling nationally,0.6667,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,most reliable,best,RAA,Best roadside assistance for older cars in Australia without hidden fees,Most reliable roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,5026b37b-9ae2-4b66-9de1-383efff4e6b6,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:04:29.915673+10:00,South Australia,South Australia,,0.0,,,,
roadside assistance for older cars in australia without hidden fees,multi_term,mixed,most reliable,best,RACV,Best roadside assistance for older cars in Australia without hidden fees,Most reliable roadside assistance for older cars in Australia without hidden fees,e507f47d-e9f9-4235-92e5-0331f6789bfd,5026b37b-9ae2-4b66-9de1-383efff4e6b6,2026-08-08T13:04:16.278899+10:00,2026-08-08T13:04:29.915673+10:00,Victoria,Victoria / Melbourne,+/ Melbourne,0.5,,,,
pet insurance for cats in australia with monthly payments,multi_term,mixed,premium,best,Medibank Pet Max,Best pet insurance for cats in Australia with monthly payments,Premium pet insurance for cats in Australia with monthly payments,acbd5a0e-44ef-46c3-816c-2703b637c4da,678e6a4f-1476-439f-8f0d-8bfed2318357,2026-08-08T13:20:53.632968+10:00,2026-08-08T13:21:25.360481+10:00,"🥇 Best overall | $30,000 | Up to 90%","Up to $30,000 | Up to 90% | GapOnly; dental benefits",-🥇 Best overall | +Up to +| GapOnly; dental benefits,0.5,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,safest,best,NRMA,Best car insurance for older drivers in Australia without hidden fees,Safest car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,00bc0a22-7b47-4dab-b612-1b7102e00297,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:31:25.680758+10:00,"Strong claims satisfaction, 24/7 claims helpline, and monthly payment without extra cost | May not be the cheapest quote","Large insurer, comprehensive options and online discount | Check payment/excess details","-Strong claims satisfaction, 24/7 claims helpline, +Large insurer, comprehensive options -monthly payment without extra cost +online discount -May not be the cheapest quote +Check payment/excess details",0.9259,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,safest,best,National Seniors / Allianz,Best car insurance for older drivers in Australia without hidden fees,Safest car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,00bc0a22-7b47-4dab-b612-1b7102e00297,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:31:25.680758+10:00,Monthly payments without extra cost; choice of repairer; senior-focused offering | Membership/eligibility arrangements and exact premium need checking,Designed with older Australians in mind; choice of repairer | Low–moderate — read the PDS,-Monthly payments without extra cost; +Designed with older Australians in mind; -repairer; senior-focused offering +repairer -Membership/eligibility arrangements and exact premium need checking +Low–moderate — read the PDS,0.9,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,premium,best,Australian Seniors,Best car insurance for older drivers in Australia without hidden fees,Premium car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,c7185485-16f3-4a58-b20c-84cd903ef21d,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:31:40.627774+10:00,Specifically aimed at older drivers; comprehensive cover can be market or agreed value; low-km options available | No choice of repairer; check the PDS for all excesses,"Designed for over-50s, with comprehensive cover and a 5% Seniors Card discount subject to conditions.","-Specifically aimed at older drivers; +Designed for over-50s, with -can be market or agreed value; low-km options available | No choice of repairer; check the PDS for all excesses +and a 5% Seniors Card discount subject to conditions.",0.925,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,cheapest,best,APIA,Best car insurance for older drivers in Australia without hidden fees,Cheapest car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,5add807a-f103-42de-96ea-9e5849dea78e,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:30:43.333056+10:00,Senior-oriented insurer and offers low-kilometre options; monthly payment can be fee-free | Price varies substantially by driver and location,"Worth checking for mature drivers, particularly if you want features tailored to older motorists","-Senior-oriented insurer and offers low-kilometre options; monthly payment can be fee-free | Price varies substantially by driver and location +Worth checking for mature drivers, particularly if you want features tailored to older motorists",1.0,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,cheapest,best,Australian Seniors,Best car insurance for older drivers in Australia without hidden fees,Cheapest car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,5add807a-f103-42de-96ea-9e5849dea78e,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:30:43.333056+10:00,Specifically aimed at older drivers; comprehensive cover can be market or agreed value; low-km options available | No choice of repairer; check the PDS for all excesses,Specifically aimed at older Australians,-drivers; comprehensive cover can be market or agreed value; low-km options available | No choice of repairer; check the PDS for all excesses +Australians,0.8571,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,cheapest,best,Budget Direct,Best car insurance for older drivers in Australia without hidden fees,Cheapest car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,5add807a-f103-42de-96ea-9e5849dea78e,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:30:43.333056+10:00,Often competitive on price and has low-kilometre options | Compare excesses and optional extras carefully rather than looking only at the premium,Often very competitive on price; currently advertising 15% off the first year for eligible new online policies,+very -price and has low-kilometre options | Compare excesses and optional extras carefully rather than looking only at +price; currently advertising 15% off -premium +first year for eligible new online policies,0.8485,,,,
car insurance for older drivers in australia without hidden fees,multi_term,mixed,most popular,best,Budget Direct,Best car insurance for older drivers in Australia without hidden fees,Most popular car insurance for older drivers in Australia without hidden fees,04c6e568-b00d-43d7-908e-033228734403,a87961ac-ca6b-4729-a862-df2f201bac21,2026-08-08T12:30:52.713475+10:00,2026-08-08T12:31:35.353554+10:00,Often competitive on price and has low-kilometre options | Compare excesses and optional extras carefully rather than looking only at the premium,"Often competitive on price; offers low-kilometre discounts | Good on stated fees, but check exclusions carefully","-price and has +price; offers -options +discounts -Compare excesses and optional extras +Good on stated fees, but check exclusions -rather than looking only at the premium",0.7586,,,,
